???"TABLE_NAME","COLUMN_NAME","DATA_TYPE","DATA_LENGTH","DATA_PRECISION","DATA_SCALE","NULLABLE","COLUMN_ID","COLUMN_COMMENT"
"ORDERS_VIEW","O_PHONE_NUMBER","VARCHAR2","128","","","Y","163",""
"ORDERS_VIEW","ORDER_CONSOL_LOCN_ID","VARCHAR2","40","","","Y","164",""
"ORDERS_VIEW","ORDER_PRINT_DTTM","DATE","7","","","Y","165",""
"ORDERS_VIEW","PACK_WAVE_NBR","VARCHAR2","60","","","Y","166",""
"ORDERS_VIEW","PALLET_CUBING_INDIC","NUMBER","22","2","0","N","167",""
"ORDERS_VIEW","PARTIAL_LPN_OPTION","VARCHAR2","4","","","Y","168",""
"ORDERS_VIEW","PARTIES_RELATED","VARCHAR2","4","","","Y","169",""
"ORDERS_VIEW","PNH_FLAG","VARCHAR2","4","","","Y","170",""
"ORDERS_VIEW","PRE_PACK_FLAG","NUMBER","22","1","0","N","171",""
"ORDERS_VIEW","PRE_STICKER_CODE","VARCHAR2","4","","","Y","172",""
"ORDERS_VIEW","PRIMARY_MAXI_ADDR_NBR","VARCHAR2","40","","","Y","173",""
"ORDERS_VIEW","RTE_SWC_NBR","VARCHAR2","40","","","Y","174",""
"ORDERS_VIEW","RTE_TO","VARCHAR2","40","","","Y","175",""
"ORDERS_VIEW","RTE_TYPE_1","VARCHAR2","40","","","Y","176",""
"ORDERS_VIEW","RTE_TYPE_2","VARCHAR2","40","","","Y","177",""
"ORDERS_VIEW","RTE_WAVE_NBR","VARCHAR2","48","","","Y","178",""
"ORDERS_VIEW","SHIP_GROUP_SEQUENCE","NUMBER","22","4","0","N","179",""
"ORDERS_VIEW","SHPNG_CHRG","NUMBER","22","11","2","N","180",""
"ORDERS_VIEW","STAGE_INDIC","NUMBER","22","2","0","N","181",""
"ORDERS_VIEW","STORE_NBR","VARCHAR2","160","","","Y","182",""
"ORDERS_VIEW","TOTAL_NBR_OF_LPN","NUMBER","22","7","0","N","183",""
"ORDERS_VIEW","TOTAL_NBR_OF_PLT","NUMBER","22","7","0","N","184",""
"ORDERS_VIEW","WM_ORDER_STATUS","NUMBER","22","3","0","Y","185",""
"ORDERS_VIEW","D_NAME","VARCHAR2","364","","","Y","186",""
"ORDERS_VIEW","O_CONTACT","VARCHAR2","364","","","Y","187",""
"ORDERS_VIEW","SECONDARY_MAXI_ADDR_NBR","VARCHAR2","32","","","Y","188",""
"ORDERS_VIEW","D_CONTACT","VARCHAR2","364","","","Y","189",""
"ORDERS_VIEW","AES_ITN","VARCHAR2","60","","","Y","190",""
"ORDERS_VIEW","BATCH_ID","NUMBER","22","13","0","Y","191",""
"ORDERS_VIEW","COD_RETURN_COMPANY_NAME","VARCHAR2","64","","","Y","192",""
"ORDERS_VIEW","ORIGIN_SHIP_THRU_FACILITY_ID","NUMBER","22","8","0","Y","193",""
"ORDERS_VIEW","ORIGIN_SHIP_THRU_FAC_ALIAS_ID","VARCHAR2","64","","","Y","194",""
"ORDERS_VIEW","DEST_SHIP_THRU_FACILITY_ID","NUMBER","22","8","0","Y","195",""
"ORDERS_VIEW","DEST_SHIP_THRU_FAC_ALIAS_ID","VARCHAR2","64","","","Y","196",""
"ORDERS_VIEW","ORIGINAL_ASSIGNED_SHIP_VIA","VARCHAR2","16","","","Y","197",""
"ORDERS_VIEW","ACTUAL_SHIPPED_DTTM","DATE","7","","","Y","198",""
"ORDERS_VIEW","DISTRIBUTION_SHIP_VIA","VARCHAR2","16","","","Y","199",""
"ORDERS_VIEW","DSG_SHIP_VIA","VARCHAR2","16","","","Y","200",""
"ORDERS_VIEW","BILL_OF_LADING_NUMBER","VARCHAR2","120","","","Y","201",""
"ORDERS_VIEW","BOL_BREAK_ATTR","VARCHAR2","12","","","Y","202",""
"ORDERS_VIEW","D_EMAIL","VARCHAR2","1024","","","Y","203",""
"ORDERS_VIEW","D_FAX_NUMBER","VARCHAR2","120","","","Y","204",""
"ORDERS_VIEW","D_PHONE_NUMBER","VARCHAR2","128","","","Y","205",""
"ORDERS_VIEW","DYNAMIC_ROUTING_REQD","VARCHAR2","4","","","Y","206",""
"ORDERS_VIEW","INTL_GOODS_DESC","VARCHAR2","200","","","Y","207",""
"ORDERS_VIEW","MAJOR_ORDER_GRP_ATTR","VARCHAR2","200","","","Y","208",""
"ORDERS_VIEW","ORDER_CONSOL_PROFILE","VARCHAR2","12","","","Y","209",""
"ORDERS_VIEW","PACK_SLIP_PRT_CNT","NUMBER","22","2","0","Y","210",""
"ORDERS_VIEW","PROD_SCHED_REF_NUMBER","VARCHAR2","120","","","Y","211",""
"ORDERS_VIEW","MUST_RELEASE_BY_DTTM","DATE","7","","","Y","212",""
"ORDERS_VIEW","IS_ORIGINAL_ORDER","NUMBER","22","1","0","Y","213",""
"ORDERS_VIEW","CANCEL_DTTM","DATE","7","","","Y","214",""
"ORDERS_VIEW","ASSIGNED_STATIC_ROUTE_ID","VARCHAR2","64","","","Y","215",""
"ORDERS_VIEW","DSG_STATIC_ROUTE_ID","VARCHAR2","64","","","Y","216",""
"ORDERS_VIEW","O_FACILITY_NAME","VARCHAR2","200","","","Y","217",""
"ORDERS_VIEW","O_DOCK_DOOR_ID","NUMBER","22","12","0","Y","218",""
"ORDERS_VIEW","O_FAX_NUMBER","VARCHAR2","120","","","Y","219",""
"ORDERS_VIEW","O_EMAIL","VARCHAR2","1024","","","Y","220",""
"ORDERS_VIEW","D_FACILITY_NAME","VARCHAR2","200","","","Y","221",""
"ORDERS_VIEW","D_DOCK_DOOR_ID","NUMBER","22","12","0","Y","222",""
"ORDERS_VIEW","PURCHASE_ORDER_NUMBER","VARCHAR2","200","","","Y","223",""
"ORDERS_VIEW","CUSTOMER_ID","NUMBER","22","12","0","Y","224",""
"ORDERS_VIEW","REPL_WAVE_NBR","VARCHAR2","48","","","Y","225",""
"ORDERS_VIEW","CUBING_STATUS","NUMBER","22","4","0","Y","226",""
"ORDERS_VIEW","SCHED_PICKUP_DTTM","DATE","7","","","Y","227",""
"ORDERS_VIEW","SCHED_DELIVERY_DTTM","DATE","7","","","Y","228",""
"ORDERS_VIEW","ZONE_SKIP_HUB_LOCATION_ID","NUMBER","22","8","0","Y","229",""
"ORDERS_VIEW","BILL_TO_FACILITY_NAME","VARCHAR2","200","","","Y","230",""
"ORDERS_VIEW","FREIGHT_CLASS","NUMBER","22","5","1","Y","231",""
"ORDERS_VIEW","NON_MACHINEABLE","NUMBER","22","4","0","Y","232",""
"ORDERS_VIEW","ASSIGNED_MOT_ID","NUMBER","22","12","0","Y","233",""
"ORDERS_VIEW","ASSIGNED_CARRIER_ID","NUMBER","22","12","0","Y","234",""
"ORDERS_VIEW","ASSIGNED_SERVICE_LEVEL_ID","NUMBER","22","12","0","Y","235",""
"ORDERS_VIEW","ASSIGNED_EQUIPMENT_ID","NUMBER","22","12","0","Y","236",""
"ORDERS_VIEW","DYNAMIC_REQUEST_SENT","NUMBER","22","12","0","Y","237",""
"ORDERS_VIEW","COMMODITY_CODE_ID","NUMBER","22","12","0","Y","238",""
"ORDERS_VIEW","TC_SHIPMENT_ID","VARCHAR2","200","","","Y","239",""
"ORDERS_VIEW","IN_TRANSIT_ALLOCATION","NUMBER","22","1","0","N","240",""
"ORDERS_VIEW","RELEASE_DESTINATION","NUMBER","22","4","0","Y","241",""
"ORDERS_VIEW","TEMPLATE_ID","NUMBER","22","10","0","Y","242",""
"ORDERS_VIEW","COD_AMOUNT","NUMBER","22","13","4","Y","243",""
"ORDERS_VIEW","BILL_TO_CONTACT_NAME","VARCHAR2","200","","","Y","244",""
"ORDERS_VIEW","SHIP_GROUP_ID","VARCHAR2","60","","","Y","245",""
"ORDERS_VIEW","PURCHASE_ORDER_ID","NUMBER","22","10","0","Y","246",""
"ORDERS_VIEW","DSG_HUB_LOCATION_ID","NUMBER","22","9","0","Y","247",""
"ORDERS_VIEW","OVERRIDE_BILLING_METHOD","NUMBER","22","2","0","Y","248",""
"ORDERS_VIEW","PARENT_TYPE","NUMBER","22","1","0","N","249",""
"ORDERS_VIEW","ACCT_RCVBL_CODE","VARCHAR2","8","","","Y","250",""
"ORDERS_VIEW","ADVT_CODE","VARCHAR2","8","","","Y","251",""
"ORDERS_VIEW","IS_CUSTOMER_PICKUP","VARCHAR2","4","","","Y","252",""
"ORDERS_VIEW","IS_DIRECT_ALLOWED","VARCHAR2","4","","","Y","253",""
"ORDERS_VIEW","ORDER_TYPE","VARCHAR2","80","","","Y","254",""
"ORDERS_VIEW","RTE_ATTR","VARCHAR2","120","","","Y","255",""
"ORDERS_VIEW","LAST_RUN_ID","NUMBER","22","15","0","Y","256",""
"ORDER_ACCESSORIAL_OPTION_GRP","ACCESSORIAL_GROUP_CODE","VARCHAR2","16","","","N","1","AccessorialGroupCode"
"ORDER_ACCESSORIAL_OPTION_GRP","ORDER_ID","NUMBER","22","10","0","N","2","Distribution Order id. Distribution Order id reference"
"ORDER_ACC_OPTION_GRP_TEMPLATE","ACCESSORIAL_GROUP_CODE","VARCHAR2","16","","","N","1","AccessorialGroupCode"
"ORDER_ACC_OPTION_GRP_TEMPLATE","ORDER_ID","NUMBER","22","10","0","N","2","Distribution Order id. Distribution Order id reference"
"ORDER_ATTRIBUTE","ORDER_ID","NUMBER","22","10","0","N","1","Primary Key of the Order Header"
"ORDER_ATTRIBUTE","ATTRIBUTE_NAME","VARCHAR2","200","","","N","2","Attribute Name"
"ORDER_ATTRIBUTE","ATTRIBUTE_SEQ","NUMBER","22","4","0","N","3","Attribute Sequence"
"ORDER_ATTRIBUTE","ATTRIBUTE_VALUE","VARCHAR2","400","","","Y","4","Attribute Value"
"ORDER_ATTRIBUTE_TEMPLATE","ORDER_ID","NUMBER","22","10","0","N","1","Primary Key of the Order Header"
"ORDER_ATTRIBUTE_TEMPLATE","ATTRIBUTE_NAME","VARCHAR2","200","","","N","2","Attribute Name"
"ORDER_ATTRIBUTE_TEMPLATE","ATTRIBUTE_SEQ","NUMBER","22","4","0","N","3","Attribute Sequence"
"ORDER_ATTRIBUTE_TEMPLATE","ATTRIBUTE_VALUE","VARCHAR2","400","","","Y","4","Attribute Value"
"ORDER_BASELINE_COST","ORDER_ID","NUMBER","22","10","0","N","1","Distribution Order id. Distribution Order id reference"
"ORDER_BASELINE_COST","TC_COMPANY_ID","NUMBER","22","9","0","N","2","Company ID"
"ORDER_BASELINE_COST","PATH_SET_ID","NUMBER","22","10","0","N","3","Path Set ID"
"ORDER_BASELINE_COST","PATH_ID","NUMBER","22","10","0","N","4","Path ID"
"ORDER_BASELINE_COST","BASELINE_COST","NUMBER","22","13","2","Y","5","Base Line Cost -Least-expensive way to ship an order individually"
"ORDER_BASELINE_COST","NORMALIZED_BASELINE_COST","NUMBER","22","13","2","Y","6","Normalized Base Line Cost - Baseline cost converted to the Shippers normalization currency"
"ORDER_BASELINE_COST","ORDER_SHIPMENT_SEQ","NUMBER","22","10","0","N","7","Internal id to identify Shipment sequence for a network"
"ORDER_BASELINE_COST","BASELINE_COST_CURRENCY_CODE","VARCHAR2","12","","","Y","8","Base Line Cost currency code"
"ORDER_BASELINE_COST","IS_SATURDAY_PICKUP","NUMBER","22","1","0","N","9","Is Saturday Pickup - Indicates whether the Saturday Pickup charge is applied for the baseline cost: 0=No | 1=Yes"
"ORDER_BASELINE_COST","IS_SATURDAY_DELIVERY","NUMBER","22","1","0","N","10","Is Saturday Delivery - Indicates whether the Saturday Delivery charge is applied for the baseline cost: 0=No | 1=Yes"
"ORDER_BASELINE_COST","CARRIER_ID","NUMBER","22","12","0","Y","11","Carrier ID"
"ORDER_BASELINE_COST","BASELINE_CARRIER_ID","NUMBER","22","12","0","Y","12","Carrier used to calculate baseline cost"
"ORDER_BASELINE_COST","BASELINE_MOT_ID","NUMBER","22","12","0","Y","13","Base Line Mode of Transportation ID"
"ORDER_BASELINE_COST","BASELINE_SERVICE_LEVEL_ID","NUMBER","22","12","0","Y","14","Base Line Service Level ID"
"ORDER_BASELINE_COST","ORDER_BASELINE_COST_ID","NUMBER","22","12","0","N","15","FK to ORDER_BASELINE_COST"
"ORDER_BASELINE_COST","ORDER_SPLIT_ID","NUMBER","22","12","0","Y","16","Order split associated with this order"
"ORDER_CHG_RULE","ORDER_CHG_ID","NUMBER","22","10","0","N","1","Primary Key"
"ORDER_CHG_RULE","TC_COMPANY_ID","NUMBER","22","9","0","N","2","Company ID"
"ORDER_CHG_RULE","CRITICAL_CHG_FIELD","VARCHAR2","200","","","N","3","Critical Change Field"
"ORDER_CHG_RULE","CRITICAL_CHG_VALUE","NUMBER","22","8","0","Y","4","Critical Change Value"
"ORDER_CHG_RULE","STATUS","NUMBER","22","2","0","N","5","Internal if for Distribution Order status"
"ORDER_CHG_RULE","ACTION","VARCHAR2","8","","","N","6","Action"
"ORDER_CHG_RULE","SIZE_UOM_ID","NUMBER","22","8","0","Y","7","Size UOM - Weight volume etc information for the PO line - calculated based the Order UOM and corresponding entries in the SKU Package/SKU_SIZE able."
"ORDER_CHG_RULE_DTL","ORDER_CHG_ID","NUMBER","22","10","0","N","1","Primary Key, FK to ORDER_CHG_RULE"
"ORDER_CHG_RULE_DTL","ORDER_CHG_DTL_ID","NUMBER","22","10","0","N","2","Primary Key"
"ORDER_CHG_RULE_DTL","TC_COMPANY_ID","NUMBER","22","9","0","N","3","Company ID"
"ORDER_CHG_RULE_DTL","RESOURCE_ID","VARCHAR2","200","","","N","4","Resource ID"
"ORDER_DTL","ORDER_DTL_ID","NUMBER","22","19","0","N","1",""
"ORDER_DTL","ORDER_ID","NUMBER","22","19","0","N","2",""
"ORDER_DTL","LINE_NUMBER","NUMBER","22","19","0","Y","3",""
"ORDER_DTL","SKU_ID","NUMBER","22","19","0","Y","4",""
"ORDER_DTL","ORDER_QUANTITY","NUMBER","22","10","0","Y","5",""
"ORDER_DTL","SHIP_UNIT","NUMBER","22","10","0","Y","6",""
"ORDER_DTL","STATUS","NUMBER","22","10","0","N","7",""
"ORDER_DTL","CREATE_DATE_TIME","TIMESTAMP(3)","11","","3","N","8",""
"ORDER_DTL","MOD_DATE_TIME","TIMESTAMP(3)","11","","3","N","9",""
"ORDER_DTL","MOD_USER","VARCHAR2","200","","","N","10",""
"ORDER_EVENT","ORDER_EVENT_ID","NUMBER","22","10","0","N","1","Sequence generated value - DB primary key"
"ORDER_EVENT","ORDER_ID","NUMBER","22","10","0","N","2","Primary Key of the Order Header"
"ORDER_EVENT","FIELD_NAME","VARCHAR2","400","","","Y","3","Audited field description."
"ORDER_EVENT","OLD_VALUE","VARCHAR2","2000","","","Y","4","Old Value"
"ORDER_EVENT","NEW_VALUE","VARCHAR2","2000","","","Y","5","New (Updated) value"
"ORDER_EVENT","LINE_ITEM_ID","NUMBER","22","10","0","Y","6","Order line number"
"ORDER_EVENT","CREATED_SOURCE_TYPE","NUMBER","22","2","0","N","7","Created by source type"
"ORDER_EVENT","CREATED_SOURCE","VARCHAR2","200","","","Y","8","Created by source"
"ORDER_EVENT","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","9","Created Date Time - Audit Field"
"ORDER_HDR","ORDER_ID","NUMBER","22","19","0","N","1",""
"ORDER_HDR","WHSE_CODE","VARCHAR2","12","","","N","2",""
"ORDER_HDR","ORDER_NUMBER","VARCHAR2","76","","","Y","3",""
"ORDER_HDR","BATCH_NUMBER","VARCHAR2","60","","","Y","4",""
"ORDER_HDR","CUSTOMER_NUMBER","VARCHAR2","104","","","Y","5",""
"ORDER_HDR","EXTRA_FIELD","VARCHAR2","80","","","Y","6",""
"ORDER_HDR","DATE_FIELD","TIMESTAMP(3)","11","","3","Y","7",""
"ORDER_HDR","CREATE_DATE_TIME","TIMESTAMP(3)","11","","3","N","8",""
"ORDER_HDR","MOD_DATE_TIME","TIMESTAMP(3)","11","","3","N","9",""
"ORDER_HDR","MOD_USER","VARCHAR2","200","","","N","10",""
"ORDER_HDR","CUSTOM_1","VARCHAR2","80","","","Y","11",""
"ORDER_HDR","CUSTOM_2","VARCHAR2","80","","","Y","12",""
"ORDER_HDR","CUSTOM_3","VARCHAR2","80","","","Y","13",""
"ORDER_HDR","CUSTOM_4","VARCHAR2","80","","","Y","14",""
"ORDER_HDR","CUSTOM_5","VARCHAR2","80","","","Y","15",""
"ORDER_LINE_ITEM","ORDER_ID","NUMBER","22","10","0","N","1","Primary Key of the Order Header"
"ORDER_LINE_ITEM","LINE_ITEM_ID","NUMBER","22","10","0","N","2","Order line number"
"ORDER_LINE_ITEM","PARENT_LINE_ITEM_ID","NUMBER","22","10","0","Y","3","Parent Line item id - Combination of order number and line number - if the original order line is split due to SKU substitution or date changes a order line will get created and this column will reference the original line."
"ORDER_LINE_ITEM","TC_COMPANY_ID","NUMBER","22","9","0","Y","4","Company/Business Unit - owner of PO"
"ORDER_LINE_ITEM","COMMODITY_CLASS","VARCHAR2","40","","","Y","5","Commodity class (freight class)"
"ORDER_LINE_ITEM","REF_FIELD1","VARCHAR2","100","","","Y","6","Reference identifier"
"ORDER_LINE_ITEM","REF_FIELD2","VARCHAR2","100","","","Y","7","Reference identifier"
"ORDER_LINE_ITEM","REF_FIELD3","VARCHAR2","100","","","Y","8","Reference identifier"
"ORDER_LINE_ITEM","EXT_SYS_LINE_ITEM_ID","VARCHAR2","100","","","Y","9","External system line item ID"
"ORDER_LINE_ITEM","MASTER_ORDER_ID","NUMBER","22","10","0","Y","10","Master Order ID"
"ORDER_LINE_ITEM","MO_LINE_ITEM_ID","NUMBER","22","12","0","Y","11","Master order line number"
"ORDER_LINE_ITEM","IS_HAZMAT","NUMBER","22","1","0","N","12","Is hazardous material"
"ORDER_LINE_ITEM","IS_STACKABLE","NUMBER","22","1","0","N","13","Is stackable"
"ORDER_LINE_ITEM","HAS_ERRORS","NUMBER","22","1","0","N","14","true if the order line has some errors"
"ORDER_LINE_ITEM","ORIG_BUDG_COST","NUMBER","22","13","4","Y","15","Original Budgeted Cost - Transportation cost"
"ORDER_LINE_ITEM","BUDG_COST_CURRENCY_CODE","VARCHAR2","12","","","Y","16","Budgeted Cost Currency Code"
"ORDER_LINE_ITEM","BUDG_COST","NUMBER","22","13","4","Y","17","Budgeted Cost"
"ORDER_LINE_ITEM","ACTUAL_COST_CURRENCY_CODE","VARCHAR2","12","","","Y","18","Actual Cost Currency Code"
"ORDER_LINE_ITEM","TOTAL_MONETARY_VALUE","NUMBER","22","13","4","Y","19","Total Monetary Value"
"ORDER_LINE_ITEM","UNIT_MONETARY_VALUE","NUMBER","22","13","4","Y","20","Unit Monetary Value"
"ORDER_LINE_ITEM","UNIT_TAX_AMOUNT","NUMBER","22","16","4","Y","21","Unit tax amount - added for CML"
"ORDER_LINE_ITEM","RTS_ID","NUMBER","22","10","0","Y","22","RTS ID"
"ORDER_LINE_ITEM","RTS_LINE_ITEM_ID","NUMBER","22","10","0","Y","23","Identifies the RTS for the line item"
"ORDER_LINE_ITEM","STD_PACK_QTY","NUMBER","22","13","4","Y","24","Standard Pack quantity - if not entered defaulted from item package"
"ORDER_LINE_ITEM","PRODUCT_CLASS_ID","NUMBER","22","8","0","Y","25","Product Class Id"
"ORDER_LINE_ITEM","PROTECTION_LEVEL_ID","NUMBER","22","8","0","Y","26","Protection Level Id"
"ORDER_LINE_ITEM","PACKAGE_TYPE_ID","NUMBER","22","8","0","Y","27","Reference to package type"
"ORDER_LINE_ITEM","COMMODITY_CODE_ID","NUMBER","22","12","0","Y","28","Commodity code ID"
"ORDER_LINE_ITEM","MV_SIZE_UOM_ID","NUMBER","22","8","0","Y","29","Monetary Value Size UOM"
"ORDER_LINE_ITEM","QTY_UOM_ID_BASE","NUMBER","22","9","0","Y","30","Master Order Size UOM ID"
"ORDER_LINE_ITEM","MV_CURRENCY_CODE","VARCHAR2","12","","","Y","31","Monetary value currency code"
"ORDER_LINE_ITEM","SHIPPED_QTY","NUMBER","22","13","4","Y","32","Quantity shipped from the origin facility"
"ORDER_LINE_ITEM","RECEIVED_QTY","NUMBER","22","13","4","Y","33","Qty received at the destination"
"ORDER_LINE_ITEM","PRIORITY","NUMBER","22","10","0","Y","34","Priority of the order"
"ORDER_LINE_ITEM","MERCHANDIZING_DEPARTMENT_ID","NUMBER","22","10","0","Y","35","Merchandizing Dept"
"ORDER_LINE_ITEM","UN_NUMBER_ID","NUMBER","22","12","0","Y","36","UN number ID"
"ORDER_LINE_ITEM","PICKUP_REFERENCE_NUMBER","VARCHAR2","120","","","Y","37","Pickup reference number"
"ORDER_LINE_ITEM","DELIVERY_REFERENCE_NUMBER","VARCHAR2","160","","","Y","38","Delivery Reference Number"
"ORDER_LINE_ITEM","CNTRY_OF_ORGN","VARCHAR2","16","","","Y","39","Inventory attributes - user defined for each company"
"ORDER_LINE_ITEM","PROD_STAT","VARCHAR2","12","","","Y","40","Inventory attributes - user defined for each company- e.g. Inventory Type"
"ORDER_LINE_ITEM","STACK_RANK","NUMBER","22","4","0","Y","41","Stackability rank"
"ORDER_LINE_ITEM","STACK_LENGTH_VALUE","NUMBER","22","16","4","Y","42","Stackability dimension value (length)"
"ORDER_LINE_ITEM","STACK_LENGTH_STANDARD_UOM","NUMBER","22","8","0","Y","43","Stack Length UOM"
"ORDER_LINE_ITEM","STACK_WIDTH_VALUE","NUMBER","22","16","4","Y","44","Stackability dimension value (width)"
"ORDER_LINE_ITEM","STACK_WIDTH_STANDARD_UOM","NUMBER","22","8","0","Y","45","Stack Width UOM"
"ORDER_LINE_ITEM","STACK_HEIGHT_VALUE","NUMBER","22","16","4","Y","46","Stackability dimension value (height)"
"ORDER_LINE_ITEM","STACK_HEIGHT_STANDARD_UOM","NUMBER","22","8","0","Y","47","Stack Height UOM"
"ORDER_LINE_ITEM","STACK_DIAMETER_VALUE","NUMBER","22","16","4","Y","48","Stackability diameter value"
"ORDER_LINE_ITEM","STACK_DIAMETER_STANDARD_UOM","NUMBER","22","8","0","Y","49","Stack Diameter UOM"
"ORDER_LINE_ITEM","CREATED_SOURCE_TYPE","NUMBER","22","2","0","N","50","Created by source type"
"ORDER_LINE_ITEM","CREATED_SOURCE","VARCHAR2","200","","","Y","51","Created by source"
"ORDER_LINE_ITEM","CREATED_DTTM","TIMESTAMP(6)","11","","6","N","52","Created Date"
"ORDER_LINE_ITEM","LAST_UPDATED_SOURCE_TYPE","NUMBER","22","2","0","N","53","Last Updated Source Type - Audit field"
"ORDER_LINE_ITEM","LAST_UPDATED_SOURCE","VARCHAR2","200","","","Y","54","Last Updated Source - Audit field"
"ORDER_LINE_ITEM","LAST_UPDATED_DTTM","TIMESTAMP(6)","11","","6","N","55","Last updated date"
"ORDER_LINE_ITEM","HIBERNATE_VERSION","NUMBER","22","","","Y","56","Hibernate Version"
"ORDER_LINE_ITEM","CUBE_MULTIPLE_QTY","NUMBER","22","13","4","Y","57","Defines the increment which an item should be cubed into an LPN"
"ORDER_LINE_ITEM","DO_DTL_STATUS","NUMBER","22","4","0","Y","58","Line Item status"
"ORDER_LINE_ITEM","INTERNAL_ORDER_SEQ_NBR","NUMBER","22","9","0","Y","59","Pickticket Sequence Number"
"ORDER_LINE_ITEM","IS_EMERGENCY","VARCHAR2","64","","","Y","60","Not used by WM"
"ORDER_LINE_ITEM","LPN_SIZE","NUMBER","22","16","4","Y","61","LPN Size"
"ORDER_LINE_ITEM","MANUFACTURING_DTTM","DATE","7","","","Y","62","Manufacturing Date"
"ORDER_LINE_ITEM","ORDER_LINE_ID","NUMBER","22","10","0","Y","63","Reference to the Original distribution order in orders table"
"ORDER_LINE_ITEM","PACK_RATE","NUMBER","22","13","4","Y","64","Used during Pack Wave"
"ORDER_LINE_ITEM","ALLOCATED_QTY","NUMBER","22","13","4","N","65","Allocated Quantity"
"ORDER_LINE_ITEM","PLANNED_SHIP_DATE","DATE","7","","","Y","66","Planned Ship Date; Used for inventory planning"
"ORDER_LINE_ITEM","PPACK_QTY","NUMBER","22","13","4","N","67","Quantity inside a Prepack. Number of prepacks is derived by dividing the order qty by the Prepack qty."
"ORDER_LINE_ITEM","STD_BUNDLE_QTY","NUMBER","22","13","4","Y","68","Standard Bundle Quantity"
"ORDER_LINE_ITEM","STD_LPN_QTY","NUMBER","22","13","4","Y","69","Standard Case Quantity Defined at the Item Master level. It defines the number of items packed in an LPN"
"ORDER_LINE_ITEM","STD_LPN_VOL","NUMBER","22","13","4","Y","70","Defines the LPN volume for a full LPN pull from reserve"
"ORDER_LINE_ITEM","STD_LPN_WT","NUMBER","22","13","4","Y","71","Defines the LPN weight for a full LPN pull from reserve"
"ORDER_LINE_ITEM","UNIT_COST","NUMBER","22","16","4","Y","72","Unit Cost; Used for information/display"
"ORDER_LINE_ITEM","UNIT_PRICE_AMOUNT","NUMBER","22","13","4","Y","73","Monetary value is for the whole line. This is a per unit attribute that overrides value from Item Master."
"ORDER_LINE_ITEM","UNIT_VOL","NUMBER","22","13","4","Y","74","Unit volume, used in cubing"
"ORDER_LINE_ITEM","UNIT_WT","NUMBER","22","13","4","Y","75","Unit weight, used in cubing"
"ORDER_LINE_ITEM","USER_CANCELED_QTY","NUMBER","22","13","4","Y","76","Updated if the order/order line is cancelled"
"ORDER_LINE_ITEM","WAVE_PROC_TYPE","NUMBER","22","4","0","Y","77","Defines the WPT for the item. The WPT defines the process of searching for inventory for the item."
"ORDER_LINE_ITEM","DELIVERY_END_DTTM","DATE","7","","","Y","78","Delivery end date"
"ORDER_LINE_ITEM","DELIVERY_START_DTTM","DATE","7","","","Y","79","Delivery start date"
"ORDER_LINE_ITEM","EVENT_CODE","VARCHAR2","40","","","Y","80","Defines whether the line is included in a special event (e.g.., grand opening or sale). Retail Routing uses this to override normal retail routing rules. Instead, all LPNs associated with an Order Line with a given Event Code will be routed together"
"ORDER_LINE_ITEM","REASON_CODE","VARCHAR2","8","","","Y","81","Reason code used by Wave"
"ORDER_LINE_ITEM","EXP_INFO_CODE","VARCHAR2","8","","","Y","82","Indicates the reporting requirements and/or exemption from reporting for the electronic Shipper-s Export Declaration. Pulls from system code S 459."
"ORDER_LINE_ITEM","PARTL_FILL","VARCHAR2","4","","","Y","83","When set to yes, substitution for part of the requirement will be allowed - i.e. if 10 units of item are required and only 5 are found, this flag determines if item substitution can be attempted for the remaining 5"
"ORDER_LINE_ITEM","LINE_TYPE","VARCHAR2","4","","","Y","84","Updated by Warehouse Management to describe if the item is to be picked from active or case pick"
"ORDER_LINE_ITEM","REPL_PROC_TYPE","NUMBER","22","4","0","Y","85","Indicates the replenishment processing type for an Item for WMS processing"
"ORDER_LINE_ITEM","ORDER_QTY","NUMBER","22","13","4","Y","86","Order Quantity"
"ORDER_LINE_ITEM","ORIG_ORDER_QTY","NUMBER","22","13","4","Y","87","Original Order Qty"
"ORDER_LINE_ITEM","RTL_TO_BE_DISTROED_QTY","NUMBER","22","9","2","Y","88","Retail To Be order Qty. Retail - quantity of this item that will be processed using a Put To Store location"
"ORDER_LINE_ITEM","PRICE","NUMBER","22","13","4","Y","89","Actual price of item, only for informational use"
"ORDER_LINE_ITEM","RETAIL_PRICE","NUMBER","22","16","4","Y","90","Price the manufacturer recommends that the retailer sell it for MSRP"
"ORDER_LINE_ITEM","UNITS_PAKD","NUMBER","22","13","4","Y","91","Updated during packing"
"ORDER_LINE_ITEM","MINOR_ORDER_NBR","VARCHAR2","40","","","Y","92","Internal order number of the original minor order. This value is populated only if the DO line is associated with a major order."
"ORDER_LINE_ITEM","ITEM_ID","NUMBER","22","9","0","Y","93","Identifies the item"
"ORDER_LINE_ITEM","TC_ORDER_LINE_ID","VARCHAR2","120","","","N","94","Line Item identification"
"ORDER_LINE_ITEM","ACTUAL_SHIPPED_DTTM","DATE","7","","","Y","95","Actual Shipped DTTM"
